IP地址,数据中心,地区,城市,网络延迟
104.22.40.234,LAX,北美洲,洛杉矶,195 ms
104.18.217.253,SJC,北美洲,圣何塞,195 ms
1.1.1.140,LAX,北美洲,洛杉矶,195 ms
1.0.0.87,LAX,北美洲,洛杉矶,195 ms
1.0.0.179,LAX,北美洲,洛杉矶,195 ms
104.24.184.32,LAX,北美洲,洛杉矶,195 ms
104.18.173.84,SJC,北美洲,圣何塞,195 ms
104.27.51.107,LAX,北美洲,洛杉矶,195 ms
104.27.53.222,LAX,北美洲,洛杉矶,195 ms
1.1.1.251,LAX,北美洲,洛杉矶,195 ms
104.21.198.197,LAX,北美洲,洛杉矶,195 ms
1.1.1.221,LAX,北美洲,洛杉矶,195 ms
1.1.1.60,LAX,北美洲,洛杉矶,195 ms
104.31.16.11,LAX,北美洲,洛杉矶,195 ms
1.0.0.170,LAX,北美洲,洛杉矶,195 ms
104.19.205.24,LAX,北美洲,洛杉矶,195 ms
1.1.1.91,LAX,北美洲,洛杉矶,195 ms
104.21.236.25,SJC,北美洲,圣何塞,196 ms
1.1.1.231,LAX,北美洲,洛杉矶,196 ms
104.24.13.248,LAX,北美洲,洛杉矶,196 ms
104.18.0.56,LAX,北美洲,洛杉矶,196 ms
104.16.112.41,SJC,北美洲,圣何塞,196 ms
104.19.78.96,LAX,北美洲,洛杉矶,196 ms
104.17.97.93,SJC,北美洲,圣何塞,196 ms
104.18.123.235,SJC,北美洲,圣何塞,196 ms
1.1.1.237,LAX,北美洲,洛杉矶,196 ms
104.24.39.233,LAX,北美洲,洛杉矶,196 ms
104.27.5.154,LAX,北美洲,洛杉矶,196 ms
104.19.127.138,LAX,北美洲,洛杉矶,196 ms
104.20.208.78,LAX,北美洲,洛杉矶,196 ms
1.0.0.111,LAX,北美洲,洛杉矶,196 ms
104.18.52.118,LAX,北美洲,洛杉矶,196 ms
1.0.0.239,LAX,北美洲,洛杉矶,196 ms
104.18.53.56,LAX,北美洲,洛杉矶,196 ms
1.1.1.164,LAX,北美洲,洛杉矶,196 ms
1.1.1.21,LAX,北美洲,洛杉矶,196 ms
1.1.1.106,LAX,北美洲,洛杉矶,196 ms
104.19.28.8,LAX,北美洲,洛杉矶,196 ms
104.24.31.21,LAX,北美洲,洛杉矶,196 ms
104.24.23.0,LAX,北美洲,洛杉矶,196 ms
1.0.0.34,LAX,北美洲,洛杉矶,196 ms
1.0.0.18,LAX,北美洲,洛杉矶,196 ms
104.22.8.173,LAX,北美洲,洛杉矶,196 ms
1.1.1.250,LAX,北美洲,洛杉矶,196 ms
104.19.126.254,LAX,北美洲,洛杉矶,196 ms
1.1.1.50,LAX,北美洲,洛杉矶,196 ms
104.17.181.27,SJC,北美洲,圣何塞,196 ms
1.1.1.254,LAX,北美洲,洛杉矶,196 ms
104.22.9.52,LAX,北美洲,洛杉矶,196 ms
104.27.13.173,LAX,北美洲,洛杉矶,196 ms
104.20.2.227,LAX,北美洲,洛杉矶,196 ms
1.0.0.105,LAX,北美洲,洛杉矶,196 ms
104.16.230.107,SJC,北美洲,圣何塞,196 ms
104.19.3.217,LAX,北美洲,洛杉矶,196 ms
1.1.1.78,LAX,北美洲,洛杉矶,196 ms
1.1.1.21,LAX,北美洲,洛杉矶,196 ms
104.19.200.141,LAX,北美洲,洛杉矶,196 ms
1.0.0.9,LAX,北美洲,洛杉矶,196 ms
104.19.228.211,SJC,北美洲,圣何塞,196 ms
1.0.0.124,LAX,北美洲,洛杉矶,196 ms
1.1.1.233,LAX,北美洲,洛杉矶,196 ms
104.17.178.11,SJC,北美洲,圣何塞,196 ms
104.23.133.224,LAX,北美洲,洛杉矶,196 ms
104.18.194.142,SJC,北美洲,圣何塞,196 ms
1.0.0.170,LAX,北美洲,洛杉矶,196 ms
104.27.20.200,LAX,北美洲,洛杉矶,196 ms
104.17.224.234,SJC,北美洲,圣何塞,196 ms
1.1.1.221,LAX,北美洲,洛杉矶,196 ms
1.0.0.106,LAX,北美洲,洛杉矶,196 ms
1.0.0.113,LAX,北美洲,洛杉矶,196 ms
1.0.0.83,LAX,北美洲,洛杉矶,196 ms
104.16.38.113,SJC,北美洲,圣何塞,196 ms
104.19.235.32,SJC,北美洲,圣何塞,196 ms
104.19.191.94,SJC,北美洲,圣何塞,196 ms
104.19.123.219,LAX,北美洲,洛杉矶,196 ms
1.1.1.250,LAX,北美洲,洛杉矶,197 ms
104.20.95.152,LAX,北美洲,洛杉矶,197 ms
104.22.77.214,LAX,北美洲,洛杉矶,197 ms
1.1.1.128,LAX,北美洲,洛杉矶,197 ms
1.0.0.121,LAX,北美洲,洛杉矶,197 ms
104.22.33.157,LAX,北美洲,洛杉矶,197 ms
1.1.1.237,LAX,北美洲,洛杉矶,197 ms
104.18.148.53,SJC,北美洲,圣何塞,197 ms
1.1.1.244,LAX,北美洲,洛杉矶,197 ms
1.0.0.58,LAX,北美洲,洛杉矶,197 ms
104.24.41.1,LAX,北美洲,洛杉矶,197 ms
104.19.46.191,LAX,北美洲,洛杉矶,197 ms
104.24.85.125,LAX,北美洲,洛杉矶,197 ms
104.17.135.234,SJC,北美洲,圣何塞,197 ms
104.18.30.66,LAX,北美洲,洛杉矶,197 ms
104.17.145.236,SJC,北美洲,圣何塞,197 ms
104.16.251.88,SJC,北美洲,圣何塞,197 ms
1.1.1.147,LAX,北美洲,洛杉矶,197 ms
1.1.1.57,LAX,北美洲,洛杉矶,197 ms
1.1.1.91,LAX,北美洲,洛杉矶,197 ms
1.1.1.244,LAX,北美洲,洛杉矶,197 ms
104.24.190.71,LAX,北美洲,洛杉矶,197 ms
104.19.101.37,LAX,北美洲,洛杉矶,197 ms
104.17.219.218,SJC,北美洲,圣何塞,197 ms
1.1.1.78,LAX,北美洲,洛杉矶,197 ms
104.22.71.84,LAX,北美洲,洛杉矶,197 ms
104.17.75.22,SJC,北美洲,圣何塞,197 ms
104.18.130.145,SJC,北美洲,圣何塞,197 ms
104.18.43.202,LAX,北美洲,洛杉矶,197 ms
104.22.28.29,LAX,北美洲,洛杉矶,197 ms
104.23.143.40,LAX,北美洲,洛杉矶,197 ms
104.18.28.211,LAX,北美洲,洛杉矶,197 ms
104.18.147.178,SJC,北美洲,圣何塞,197 ms
104.22.11.108,LAX,北美洲,洛杉矶,197 ms
1.0.0.68,LAX,北美洲,洛杉矶,197 ms
104.19.56.49,LAX,北美洲,洛杉矶,197 ms
104.20.92.98,LAX,北美洲,洛杉矶,197 ms
104.16.232.114,SJC,北美洲,圣何塞,197 ms
1.1.1.58,LAX,北美洲,洛杉矶,197 ms
1.1.1.110,LAX,北美洲,洛杉矶,197 ms
1.1.1.145,LAX,北美洲,洛杉矶,197 ms
104.19.25.140,LAX,北美洲,洛杉矶,197 ms
104.18.89.182,SJC,北美洲,圣何塞,197 ms
104.18.91.157,SJC,北美洲,圣何塞,197 ms
104.16.202.89,SJC,北美洲,圣何塞,197 ms
104.16.126.202,SJC,北美洲,圣何塞,197 ms
1.1.1.19,LAX,北美洲,洛杉矶,197 ms
104.23.106.124,LAX,北美洲,洛杉矶,197 ms
1.1.1.170,LAX,北美洲,洛杉矶,197 ms
104.22.35.233,LAX,北美洲,洛杉矶,197 ms
104.22.61.116,LAX,北美洲,洛杉矶,197 ms
104.17.27.166,SJC,北美洲,圣何塞,197 ms
104.19.137.248,LAX,北美洲,洛杉矶,197 ms
104.24.49.130,LAX,北美洲,洛杉矶,197 ms
104.24.48.195,LAX,北美洲,洛杉矶,197 ms
104.24.46.76,LAX,北美洲,洛杉矶,197 ms
1.1.1.24,LAX,北美洲,洛杉矶,197 ms
1.1.1.114,LAX,北美洲,洛杉矶,197 ms
1.1.1.78,LAX,北美洲,洛杉矶,197 ms
104.18.231.52,SJC,北美洲,圣何塞,197 ms
1.1.1.208,LAX,北美洲,洛杉矶,197 ms
104.18.96.180,SJC,北美洲,圣何塞,198 ms
1.0.0.228,LAX,北美洲,洛杉矶,198 ms
104.17.83.98,SJC,北美洲,圣何塞,198 ms
104.17.238.228,SJC,北美洲,圣何塞,198 ms
1.1.1.52,LAX,北美洲,洛杉矶,198 ms
104.19.242.147,SJC,北美洲,圣何塞,198 ms
104.19.233.49,SJC,北美洲,圣何塞,198 ms
1.1.1.7,LAX,北美洲,洛杉矶,198 ms
104.24.71.91,LAX,北美洲,洛杉矶,198 ms
1.1.1.58,LAX,北美洲,洛杉矶,198 ms
104.17.158.155,SJC,北美洲,圣何塞,198 ms
104.16.249.189,SJC,北美洲,圣何塞,198 ms
1.1.1.68,LAX,北美洲,洛杉矶,198 ms
104.23.116.209,LAX,北美洲,洛杉矶,198 ms
104.24.22.96,LAX,北美洲,洛杉矶,198 ms
104.17.198.233,SJC,北美洲,圣何塞,198 ms
104.19.90.34,LAX,北美洲,洛杉矶,198 ms
104.19.19.53,LAX,北美洲,洛杉矶,198 ms
104.20.137.77,LAX,北美洲,洛杉矶,198 ms
1.0.0.224,LAX,北美洲,洛杉矶,198 ms
1.1.1.128,LAX,北美洲,洛杉矶,198 ms
104.19.159.212,SJC,北美洲,圣何塞,198 ms
1.1.1.100,LAX,北美洲,洛杉矶,198 ms
1.1.1.233,LAX,北美洲,洛杉矶,198 ms
104.20.207.182,LAX,北美洲,洛杉矶,198 ms
104.19.44.246,LAX,北美洲,洛杉矶,198 ms
104.18.232.7,SJC,北美洲,圣何塞,198 ms
1.0.0.58,LAX,北美洲,洛杉矶,198 ms
104.16.85.84,SJC,北美洲,圣何塞,198 ms
1.1.1.24,LAX,北美洲,洛杉矶,198 ms
1.1.1.170,LAX,北美洲,洛杉矶,198 ms
1.0.0.229,LAX,北美洲,洛杉矶,198 ms
1.1.1.237,LAX,北美洲,洛杉矶,198 ms
104.17.108.114,SJC,北美洲,圣何塞,198 ms
1.1.1.244,LAX,北美洲,洛杉矶,198 ms
104.18.125.111,SJC,北美洲,圣何塞,198 ms
104.18.37.119,LAX,北美洲,洛杉矶,198 ms
104.18.251.57,SJC,北美洲,圣何塞,198 ms
104.19.113.15,LAX,北美洲,洛杉矶,198 ms
104.24.163.206,LAX,北美洲,洛杉矶,198 ms
104.18.16.43,LAX,北美洲,洛杉矶,198 ms
104.17.3.214,SJC,北美洲,圣何塞,198 ms
104.19.52.205,LAX,北美洲,洛杉矶,198 ms
104.21.208.43,LAX,北美洲,洛杉矶,198 ms
1.0.0.103,LAX,北美洲,洛杉矶,198 ms
1.0.0.38,LAX,北美洲,洛杉矶,198 ms
104.19.13.168,LAX,北美洲,洛杉矶,198 ms
104.23.102.216,LAX,北美洲,洛杉矶,198 ms
104.19.30.117,LAX,北美洲,洛杉矶,198 ms
104.18.6.110,LAX,北美洲,洛杉矶,198 ms
104.19.69.226,LAX,北美洲,洛杉矶,198 ms
104.21.192.234,LAX,北美洲,洛杉矶,198 ms
104.22.56.4,LAX,北美洲,洛杉矶,198 ms
104.19.202.139,LAX,北美洲,洛杉矶,198 ms
104.22.76.107,LAX,北美洲,洛杉矶,198 ms
1.1.1.7,LAX,北美洲,洛杉矶,198 ms
1.1.1.111,LAX,北美洲,洛杉矶,198 ms
104.17.107.47,SJC,北美洲,圣何塞,198 ms
1.1.1.15,LAX,北美洲,洛杉矶,198 ms
104.22.34.252,LAX,北美洲,洛杉矶,198 ms
1.1.1.91,LAX,北美洲,洛杉矶,198 ms
104.18.63.128,LAX,北美洲,洛杉矶,199 ms
104.20.135.51,LAX,北美洲,洛杉矶,199 ms
23.227.60.51,LAX,北美洲,洛杉矶,199 ms
104.16.103.30,SJC,北美洲,圣何塞,199 ms
104.22.49.168,LAX,北美洲,洛杉矶,199 ms
104.19.8.44,LAX,北美洲,洛杉矶,199 ms
104.19.216.143,SJC,北美洲,圣何塞,199 ms
104.24.35.102,LAX,北美洲,洛杉矶,199 ms
104.19.98.80,LAX,北美洲,洛杉矶,199 ms
104.24.34.191,LAX,北美洲,洛杉矶,199 ms
104.24.33.162,LAX,北美洲,洛杉矶,199 ms
104.22.4.179,LAX,北美洲,洛杉矶,199 ms
1.1.1.252,LAX,北美洲,洛杉矶,199 ms
104.17.6.138,SJC,北美洲,圣何塞,199 ms
104.16.67.174,SJC,北美洲,圣何塞,199 ms
104.17.245.10,SJC,北美洲,圣何塞,199 ms
104.18.1.220,LAX,北美洲,洛杉矶,199 ms
104.18.39.139,LAX,北美洲,洛杉矶,199 ms
1.1.1.158,LAX,北美洲,洛杉矶,199 ms
104.19.23.167,LAX,北美洲,洛杉矶,199 ms
104.24.196.29,LAX,北美洲,洛杉矶,199 ms
104.18.236.111,SJC,北美洲,圣何塞,199 ms
1.1.1.202,LAX,北美洲,洛杉矶,199 ms
1.1.1.125,LAX,北美洲,洛杉矶,199 ms
1.1.1.179,LAX,北美洲,洛杉矶,199 ms
104.19.154.61,SJC,北美洲,圣何塞,199 ms
104.19.12.52,LAX,北美洲,洛杉矶,199 ms
1.1.1.42,LAX,北美洲,洛杉矶,199 ms
104.16.97.237,SJC,北美洲,圣何塞,199 ms
104.19.37.169,LAX,北美洲,洛杉矶,199 ms
104.19.66.183,LAX,北美洲,洛杉矶,199 ms
104.18.35.182,LAX,北美洲,洛杉矶,199 ms
104.18.2.14,LAX,北美洲,洛杉矶,199 ms
1.0.0.247,LAX,北美洲,洛杉矶,199 ms
104.17.25.128,SJC,北美洲,圣何塞,199 ms
104.19.31.157,LAX,北美洲,洛杉矶,199 ms
104.17.90.108,SJC,北美洲,圣何塞,199 ms
104.19.49.104,LAX,北美洲,洛杉矶,199 ms
104.18.70.36,SJC,北美洲,圣何塞,199 ms
104.18.17.118,LAX,北美洲,洛杉矶,199 ms
104.21.193.159,LAX,北美洲,洛杉矶,199 ms
104.24.6.153,LAX,北美洲,洛杉矶,199 ms
104.22.39.64,LAX,北美洲,洛杉矶,199 ms
1.1.1.152,LAX,北美洲,洛杉矶,199 ms
104.17.177.70,SJC,北美洲,圣何塞,199 ms
1.1.1.36,LAX,北美洲,洛杉矶,199 ms
1.1.1.191,LAX,北美洲,洛杉矶,199 ms
104.24.11.10,LAX,北美洲,洛杉矶,199 ms
1.0.0.232,LAX,北美洲,洛杉矶,199 ms
104.18.57.7,LAX,北美洲,洛杉矶,199 ms
104.16.24.160,SJC,北美洲,圣何塞,199 ms
1.1.1.125,LAX,北美洲,洛杉矶,199 ms
104.22.66.60,LAX,北美洲,洛杉矶,199 ms
1.0.0.8,LAX,北美洲,洛杉矶,199 ms
1.1.1.91,LAX,北美洲,洛杉矶,199 ms
1.1.1.250,LAX,北美洲,洛杉矶,199 ms
1.1.1.156,LAX,北美洲,洛杉矶,199 ms
104.16.198.4,SJC,北美洲,圣何塞,199 ms
1.1.1.28,LAX,北美洲,洛杉矶,199 ms
104.17.20.203,SJC,北美洲,圣何塞,199 ms
104.22.25.247,LAX,北美洲,洛杉矶,199 ms
104.16.50.107,SJC,北美洲,圣何塞,199 ms
1.0.0.188,LAX,北美洲,洛杉矶,199 ms
1.0.0.43,LAX,北美洲,洛杉矶,199 ms
1.0.0.225,LAX,北美洲,洛杉矶,199 ms
1.1.1.6,LAX,北美洲,洛杉矶,199 ms
23.227.39.208,LAX,北美洲,洛杉矶,199 ms
1.1.1.156,LAX,北美洲,洛杉矶,199 ms
104.21.228.50,SJC,北美洲,圣何塞,199 ms
1.1.1.56,LAX,北美洲,洛杉矶,199 ms
104.24.0.97,LAX,北美洲,洛杉矶,199 ms
104.24.61.161,LAX,北美洲,洛杉矶,200 ms
104.23.119.157,LAX,北美洲,洛杉矶,200 ms
104.18.160.92,SJC,北美洲,圣何塞,200 ms
1.0.0.53,LAX,北美洲,洛杉矶,200 ms
104.18.11.21,LAX,北美洲,洛杉矶,200 ms
104.24.189.51,LAX,北美洲,洛杉矶,200 ms
104.19.122.125,LAX,北美洲,洛杉矶,200 ms
104.16.14.47,SJC,北美洲,圣何塞,200 ms
1.1.1.245,LAX,北美洲,洛杉矶,200 ms
104.19.218.141,SJC,北美洲,圣何塞,200 ms
104.19.220.143,SJC,北美洲,圣何塞,200 ms
104.19.219.115,SJC,北美洲,圣何塞,200 ms
104.19.1.170,LAX,北美洲,洛杉矶,200 ms
104.19.2.178,LAX,北美洲,洛杉矶,200 ms
104.21.52.119,LAX,北美洲,洛杉矶,200 ms
104.24.90.222,LAX,北美洲,洛杉矶,200 ms
104.19.60.85,LAX,北美洲,洛杉矶,200 ms
104.18.111.176,SJC,北美洲,圣何塞,200 ms
104.20.97.225,LAX,北美洲,洛杉矶,200 ms
104.23.130.234,LAX,北美洲,洛杉矶,200 ms
1.1.1.238,LAX,北美洲,洛杉矶,200 ms
104.19.14.123,LAX,北美洲,洛杉矶,200 ms
1.1.1.29,LAX,北美洲,洛杉矶,200 ms
1.1.1.186,LAX,北美洲,洛杉矶,200 ms
1.0.0.83,LAX,北美洲,洛杉矶,200 ms
1.1.1.177,LAX,北美洲,洛杉矶,200 ms
1.0.0.3,LAX,北美洲,洛杉矶,200 ms
104.19.40.207,LAX,北美洲,洛杉矶,200 ms
104.18.101.245,SJC,北美洲,圣何塞,200 ms
104.22.14.70,LAX,北美洲,洛杉矶,200 ms
1.0.0.255,LAX,北美洲,洛杉矶,200 ms
104.18.226.69,SJC,北美洲,圣何塞,200 ms
104.16.247.89,SJC,北美洲,圣何塞,200 ms
104.22.26.223,LAX,北美洲,洛杉矶,200 ms
104.21.205.134,LAX,北美洲,洛杉矶,200 ms
104.21.206.8,LAX,北美洲,洛杉矶,200 ms
104.22.75.183,LAX,北美洲,洛杉矶,200 ms
104.27.15.16,LAX,北美洲,洛杉矶,200 ms
104.17.173.99,SJC,北美洲,圣何塞,200 ms
1.0.0.70,LAX,北美洲,洛杉矶,200 ms
104.19.35.106,LAX,北美洲,洛杉矶,200 ms
1.1.1.89,LAX,北美洲,洛杉矶,200 ms
1.0.0.115,LAX,北美洲,洛杉矶,200 ms
104.19.138.144,LAX,北美洲,洛杉矶,200 ms
104.22.37.123,LAX,北美洲,洛杉矶,200 ms
104.20.94.196,LAX,北美洲,洛杉矶,200 ms
1.1.1.152,LAX,北美洲,洛杉矶,200 ms
1.1.1.228,LAX,北美洲,洛杉矶,200 ms
104.19.222.235,SJC,北美洲,圣何塞,200 ms
104.22.70.37,LAX,北美洲,洛杉矶,200 ms
104.19.194.232,LAX,北美洲,洛杉矶,200 ms
1.0.0.166,LAX,北美洲,洛杉矶,200 ms
104.24.54.148,LAX,北美洲,洛杉矶,200 ms
104.16.31.83,SJC,北美洲,圣何塞,200 ms
1.0.0.7,LAX,北美洲,洛杉矶,200 ms
104.22.15.170,LAX,北美洲,洛杉矶,200 ms
1.1.1.120,LAX,北美洲,洛杉矶,200 ms
1.0.0.209,LAX,北美洲,洛杉矶,200 ms
104.17.123.125,SJC,北美洲,圣何塞,200 ms
1.0.0.232,LAX,北美洲,洛杉矶,200 ms
1.1.1.245,LAX,北美洲,洛杉矶,200 ms
104.27.24.18,LAX,北美洲,洛杉矶,200 ms
104.27.23.217,LAX,北美洲,洛杉矶,200 ms
1.0.0.132,LAX,北美洲,洛杉矶,200 ms
1.1.1.116,LAX,北美洲,洛杉矶,200 ms
1.1.1.131,LAX,北美洲,洛杉矶,200 ms
104.20.131.225,LAX,北美洲,洛杉矶,200 ms
104.23.142.144,LAX,北美洲,洛杉矶,200 ms
104.24.175.175,LAX,北美洲,洛杉矶,200 ms
1.1.1.104,LAX,北美洲,洛杉矶,200 ms
1.0.0.121,LAX,北美洲,洛杉矶,200 ms
104.18.186.80,SJC,北美洲,圣何塞,200 ms
104.16.49.136,SJC,北美洲,圣何塞,200 ms
104.24.55.13,LAX,北美洲,洛杉矶,200 ms
104.16.218.214,SJC,北美洲,圣何塞,200 ms
104.24.194.39,LAX,北美洲,洛杉矶,200 ms
1.1.1.118,LAX,北美洲,洛杉矶,200 ms
104.20.164.250,LAX,北美洲,洛杉矶,200 ms
104.23.123.96,LAX,北美洲,洛杉矶,200 ms
104.19.89.44,LAX,北美洲,洛杉矶,201 ms
104.16.61.253,SJC,北美洲,圣何塞,201 ms
104.16.7.155,SJC,北美洲,圣何塞,201 ms
1.1.1.252,LAX,北美洲,洛杉矶,201 ms
104.16.138.86,SJC,北美洲,圣何塞,201 ms
104.22.50.46,LAX,北美洲,洛杉矶,201 ms
104.19.42.68,LAX,北美洲,洛杉矶,201 ms
104.24.15.151,LAX,北美洲,洛杉矶,201 ms
104.19.75.79,LAX,北美洲,洛杉矶,201 ms
104.18.126.127,SJC,北美洲,圣何塞,201 ms
104.20.93.27,LAX,北美洲,洛杉矶,201 ms
1.1.1.186,LAX,北美洲,洛杉矶,201 ms
104.19.62.53,LAX,北美洲,洛杉矶,201 ms
1.1.1.144,LAX,北美洲,洛杉矶,201 ms
104.22.30.163,LAX,北美洲,洛杉矶,201 ms
1.0.0.70,LAX,北美洲,洛杉矶,201 ms
104.16.192.21,SJC,北美洲,圣何塞,201 ms
104.22.2.215,LAX,北美洲,洛杉矶,201 ms
1.1.1.27,LAX,北美洲,洛杉矶,201 ms
104.16.238.94,SJC,北美洲,圣何塞,201 ms
104.22.36.223,LAX,北美洲,洛杉矶,201 ms
1.1.1.24,LAX,北美洲,洛杉矶,201 ms
1.1.1.206,LAX,北美洲,洛杉矶,201 ms
1.1.1.21,LAX,北美洲,洛杉矶,201 ms
104.18.149.157,SJC,北美洲,圣何塞,201 ms
104.24.78.39,LAX,北美洲,洛杉矶,201 ms
104.19.22.78,LAX,北美洲,洛杉矶,201 ms
1.1.1.170,LAX,北美洲,洛杉矶,201 ms
104.22.16.212,LAX,北美洲,洛杉矶,201 ms
1.1.1.219,LAX,北美洲,洛杉矶,201 ms
1.0.0.94,LAX,北美洲,洛杉矶,201 ms
104.19.119.80,LAX,北美洲,洛杉矶,201 ms
1.0.0.45,LAX,北美洲,洛杉矶,201 ms
104.22.5.216,LAX,北美洲,洛杉矶,201 ms
104.16.178.89,SJC,北美洲,圣何塞,201 ms
1.0.0.140,LAX,北美洲,洛杉矶,201 ms
104.19.162.183,SJC,北美洲,圣何塞,201 ms
104.17.186.83,SJC,北美洲,圣何塞,201 ms
1.0.0.153,LAX,北美洲,洛杉矶,201 ms
104.17.29.101,SJC,北美洲,圣何塞,201 ms
104.16.64.42,SJC,北美洲,圣何塞,201 ms
104.19.249.171,SJC,北美洲,圣何塞,201 ms
104.20.250.233,LAX,北美洲,洛杉矶,201 ms
1.0.0.15,LAX,北美洲,洛杉矶,201 ms
104.18.20.164,LAX,北美洲,洛杉矶,201 ms
104.19.76.199,LAX,北美洲,洛杉矶,201 ms
1.0.0.186,LAX,北美洲,洛杉矶,201 ms
104.19.193.63,LAX,北美洲,洛杉矶,201 ms
104.18.159.151,SJC,北美洲,圣何塞,201 ms
1.1.1.247,LAX,北美洲,洛杉矶,201 ms
104.17.101.168,SJC,北美洲,圣何塞,201 ms
1.0.0.81,LAX,北美洲,洛杉矶,201 ms
1.1.1.220,LAX,北美洲,洛杉矶,201 ms
1.0.0.36,LAX,北美洲,洛杉矶,201 ms
1.1.1.184,LAX,北美洲,洛杉矶,201 ms
104.24.73.188,LAX,北美洲,洛杉矶,201 ms
104.19.111.165,LAX,北美洲,洛杉矶,201 ms
104.24.152.153,LAX,北美洲,洛杉矶,201 ms
104.18.105.214,SJC,北美洲,圣何塞,201 ms
104.16.252.69,SJC,北美洲,圣何塞,201 ms
1.1.1.156,LAX,北美洲,洛杉矶,201 ms
104.19.18.13,LAX,北美洲,洛杉矶,201 ms
104.16.4.20,SJC,北美洲,圣何塞,201 ms
104.19.88.110,LAX,北美洲,洛杉矶,202 ms
104.19.102.97,LAX,北美洲,洛杉矶,202 ms
104.18.72.246,SJC,北美洲,圣何塞,202 ms
104.22.53.238,LAX,北美洲,洛杉矶,202 ms
104.18.13.120,LAX,北美洲,洛杉矶,202 ms
104.22.57.182,LAX,北美洲,洛杉矶,202 ms
104.22.68.180,LAX,北美洲,洛杉矶,202 ms
104.21.204.225,LAX,北美洲,洛杉矶,202 ms
1.1.1.24,LAX,北美洲,洛杉矶,202 ms
104.24.75.129,LAX,北美洲,洛杉矶,202 ms
104.19.130.82,LAX,北美洲,洛杉矶,202 ms
1.1.1.212,LAX,北美洲,洛杉矶,202 ms
104.19.21.212,LAX,北美洲,洛杉矶,202 ms
104.21.224.127,SJC,北美洲,圣何塞,202 ms
104.16.136.64,SJC,北美洲,圣何塞,202 ms
104.22.65.142,LAX,北美洲,洛杉矶,202 ms
104.24.57.8,LAX,北美洲,洛杉矶,202 ms
1.0.0.121,LAX,北美洲,洛杉矶,202 ms
104.18.15.198,LAX,北美洲,洛杉矶,202 ms
1.0.0.9,LAX,北美洲,洛杉矶,202 ms
1.0.0.55,LAX,北美洲,洛杉矶,202 ms
104.19.64.20,LAX,北美洲,洛杉矶,202 ms
104.16.188.65,SJC,北美洲,圣何塞,202 ms
1.1.1.242,LAX,北美洲,洛杉矶,202 ms
104.17.180.142,SJC,北美洲,圣何塞,202 ms
1.0.0.245,LAX,北美洲,洛杉矶,202 ms
104.18.188.67,SJC,北美洲,圣何塞,202 ms
104.19.82.160,LAX,北美洲,洛杉矶,202 ms
1.1.1.39,LAX,北美洲,洛杉矶,202 ms
1.0.0.249,LAX,北美洲,洛杉矶,202 ms
1.1.1.13,LAX,北美洲,洛杉矶,202 ms
104.18.47.20,LAX,北美洲,洛杉矶,202 ms
104.22.29.80,LAX,北美洲,洛杉矶,202 ms
104.18.209.247,SJC,北美洲,圣何塞,202 ms
104.23.109.89,LAX,北美洲,洛杉矶,202 ms
104.24.177.13,LAX,北美洲,洛杉矶,202 ms
104.23.114.168,LAX,北美洲,洛杉矶,202 ms
1.0.0.141,LAX,北美洲,洛杉矶,202 ms
104.21.211.73,LAX,北美洲,洛杉矶,202 ms
1.0.0.67,LAX,北美洲,洛杉矶,202 ms
104.20.0.101,LAX,北美洲,洛杉矶,202 ms
1.1.1.139,LAX,北美洲,洛杉矶,202 ms
104.20.104.174,LAX,北美洲,洛杉矶,202 ms
1.1.1.41,LAX,北美洲,洛杉矶,202 ms
1.1.1.139,LAX,北美洲,洛杉矶,202 ms
104.22.54.107,LAX,北美洲,洛杉矶,202 ms
104.19.47.220,LAX,北美洲,洛杉矶,202 ms
104.24.26.56,LAX,北美洲,洛杉矶,202 ms
104.19.143.232,LAX,北美洲,洛杉矶,202 ms
104.18.31.131,LAX,北美洲,洛杉矶,202 ms
104.19.83.204,LAX,北美洲,洛杉矶,202 ms
1.0.0.53,LAX,北美洲,洛杉矶,202 ms
1.1.1.72,LAX,北美洲,洛杉矶,202 ms
104.23.120.228,LAX,北美洲,洛杉矶,202 ms
104.24.207.27,LAX,北美洲,洛杉矶,202 ms
104.18.190.188,SJC,北美洲,圣何塞,202 ms
104.20.136.228,LAX,北美洲,洛杉矶,202 ms
104.21.12.37,LAX,北美洲,洛杉矶,202 ms
1.1.1.63,LAX,北美洲,洛杉矶,202 ms
