IP地址,数据中心,地区,城市,网络延迟
104.17.92.141,SJC,北美洲,圣何塞,239 ms
104.18.112.140,SJC,北美洲,圣何塞,239 ms
104.25.55.71,LAX,北美洲,洛杉矶,239 ms
104.19.160.79,SJC,北美洲,圣何塞,239 ms
104.20.245.186,LAX,北美洲,洛杉矶,239 ms
104.25.79.8,LAX,北美洲,洛杉矶,239 ms
104.18.102.140,SJC,北美洲,圣何塞,239 ms
104.16.187.52,SJC,北美洲,圣何塞,239 ms
104.16.193.153,SJC,北美洲,圣何塞,239 ms
104.16.171.14,SJC,北美洲,圣何塞,239 ms
104.21.238.254,SJC,北美洲,圣何塞,239 ms
104.25.112.36,LAX,北美洲,洛杉矶,239 ms
104.18.121.235,SJC,北美洲,圣何塞,239 ms
104.21.40.41,LAX,北美洲,洛杉矶,239 ms
104.20.244.117,LAX,北美洲,洛杉矶,240 ms
104.25.27.120,LAX,北美洲,洛杉矶,240 ms
104.19.176.121,SJC,北美洲,圣何塞,240 ms
104.25.66.37,LAX,北美洲,洛杉矶,240 ms
104.21.104.82,LAX,北美洲,洛杉矶,240 ms
104.25.71.82,LAX,北美洲,洛杉矶,240 ms
104.16.84.96,SJC,北美洲,圣何塞,240 ms
104.16.194.165,SJC,北美洲,圣何塞,240 ms
104.25.18.217,LAX,北美洲,洛杉矶,240 ms
104.17.131.118,SJC,北美洲,圣何塞,240 ms
104.17.213.86,SJC,北美洲,圣何塞,241 ms
104.16.172.119,SJC,北美洲,圣何塞,241 ms
104.16.204.236,SJC,北美洲,圣何塞,241 ms
104.16.162.209,SJC,北美洲,圣何塞,241 ms
104.21.102.17,LAX,北美洲,洛杉矶,241 ms
104.25.67.220,LAX,北美洲,洛杉矶,241 ms
104.25.19.148,LAX,北美洲,洛杉矶,241 ms
104.21.23.167,LAX,北美洲,洛杉矶,241 ms
104.21.25.88,LAX,北美洲,洛杉矶,241 ms
104.17.130.120,SJC,北美洲,圣何塞,241 ms
104.16.155.99,SJC,北美洲,圣何塞,241 ms
104.19.239.177,SJC,北美洲,圣何塞,241 ms
104.25.17.248,LAX,北美洲,洛杉矶,242 ms
104.21.39.111,LAX,北美洲,洛杉矶,242 ms
104.21.232.108,SJC,北美洲,圣何塞,242 ms
104.21.61.1,LAX,北美洲,洛杉矶,242 ms
104.18.185.92,SJC,北美洲,圣何塞,242 ms
104.17.170.64,SJC,北美洲,圣何塞,242 ms
104.17.105.69,SJC,北美洲,圣何塞,242 ms
104.21.101.159,LAX,北美洲,洛杉矶,242 ms
104.21.100.94,LAX,北美洲,洛杉矶,242 ms
104.17.147.54,SJC,北美洲,圣何塞,242 ms
104.25.65.109,LAX,北美洲,洛杉矶,243 ms
104.25.88.147,LAX,北美洲,洛杉矶,243 ms
104.25.52.178,LAX,北美洲,洛杉矶,243 ms
104.17.200.70,SJC,北美洲,圣何塞,243 ms
104.19.223.85,SJC,北美洲,圣何塞,243 ms
104.25.36.16,LAX,北美洲,洛杉矶,243 ms
104.25.39.201,LAX,北美洲,洛杉矶,243 ms
104.16.154.198,SJC,北美洲,圣何塞,243 ms
104.19.167.220,SJC,北美洲,圣何塞,243 ms
104.25.16.2,LAX,北美洲,洛杉矶,243 ms
104.25.165.194,LAX,北美洲,洛杉矶,243 ms
104.20.240.228,LAX,北美洲,洛杉矶,243 ms
104.21.35.84,LAX,北美洲,洛杉矶,243 ms
104.16.37.221,SJC,北美洲,圣何塞,243 ms
104.16.36.182,SJC,北美洲,圣何塞,243 ms
104.27.207.182,LAX,北美洲,洛杉矶,244 ms
104.21.70.203,LAX,北美洲,洛杉矶,244 ms
104.25.108.189,LAX,北美洲,洛杉矶,244 ms
104.25.162.241,LAX,北美洲,洛杉矶,244 ms
104.25.164.228,LAX,北美洲,洛杉矶,244 ms
104.25.87.158,LAX,北美洲,洛杉矶,244 ms
104.20.241.178,LAX,北美洲,洛杉矶,244 ms
104.17.12.151,SJC,北美洲,圣何塞,244 ms
104.16.190.73,SJC,北美洲,圣何塞,244 ms
104.25.53.182,LAX,北美洲,洛杉矶,244 ms
104.25.14.52,LAX,北美洲,洛杉矶,244 ms
104.25.15.47,LAX,北美洲,洛杉矶,244 ms
104.16.149.217,SJC,北美洲,圣何塞,244 ms
104.17.99.39,SJC,北美洲,圣何塞,244 ms
104.25.78.200,LAX,北美洲,洛杉矶,244 ms
104.27.201.235,LAX,北美洲,洛杉矶,244 ms
104.27.203.253,SJC,北美洲,圣何塞,244 ms
104.25.51.220,LAX,北美洲,洛杉矶,244 ms
104.21.32.26,SJC,北美洲,圣何塞,244 ms
104.26.15.159,HKG,亚太地区,香港,244 ms
104.26.14.80,HKG,亚太地区,香港,244 ms
104.27.206.206,LAX,北美洲,洛杉矶,244 ms
104.16.68.3,SJC,北美洲,圣何塞,244 ms
104.25.109.55,LAX,北美洲,洛杉矶,244 ms
104.25.110.133,LAX,北美洲,洛杉矶,244 ms
104.17.168.185,SJC,北美洲,圣何塞,244 ms
104.19.247.20,SJC,北美洲,圣何塞,245 ms
104.21.29.89,SJC,北美洲,圣何塞,245 ms
104.21.9.76,SJC,北美洲,圣何塞,245 ms
104.25.54.11,LAX,北美洲,洛杉矶,245 ms
104.16.40.177,SJC,北美洲,圣何塞,245 ms
104.17.188.5,SJC,北美洲,圣何塞,245 ms
104.25.47.201,LAX,北美洲,洛杉矶,245 ms
104.27.202.22,LAX,北美洲,洛杉矶,245 ms
104.16.91.72,SJC,北美洲,圣何塞,245 ms
104.17.125.187,SJC,北美洲,圣何塞,245 ms
104.17.191.154,SJC,北美洲,圣何塞,245 ms
104.17.57.110,SJC,北美洲,圣何塞,245 ms
104.20.239.101,LAX,北美洲,洛杉矶,246 ms
104.21.0.24,LAX,北美洲,洛杉矶,246 ms
104.25.24.8,LAX,北美洲,洛杉矶,246 ms
104.25.102.212,LAX,北美洲,洛杉矶,246 ms
104.17.254.83,SJC,北美洲,圣何塞,246 ms
104.25.63.232,LAX,北美洲,洛杉矶,246 ms
104.25.64.60,LAX,北美洲,洛杉矶,246 ms
104.25.49.57,LAX,北美洲,洛杉矶,246 ms
104.25.50.222,LAX,北美洲,洛杉矶,246 ms
104.25.25.149,LAX,北美洲,洛杉矶,246 ms
104.18.219.255,SJC,北美洲,圣何塞,247 ms
104.20.238.174,LAX,北美洲,洛杉矶,247 ms
104.17.113.110,SJC,北美洲,圣何塞,247 ms
104.17.76.39,SJC,北美洲,圣何塞,247 ms
104.21.92.99,SJC,北美洲,圣何塞,247 ms
104.16.158.75,SJC,北美洲,圣何塞,247 ms
104.20.243.163,LAX,北美洲,洛杉矶,247 ms
104.17.150.180,SJC,北美洲,圣何塞,247 ms
104.16.130.138,SJC,北美洲,圣何塞,247 ms
104.25.77.155,LAX,北美洲,洛杉矶,248 ms
104.17.220.172,SJC,北美洲,圣何塞,248 ms
104.20.60.98,LAX,北美洲,洛杉矶,248 ms
104.16.253.166,SJC,北美洲,圣何塞,248 ms
104.23.137.168,SJC,北美洲,圣何塞,248 ms
104.25.86.95,LAX,北美洲,洛杉矶,249 ms
104.27.194.17,LAX,北美洲,洛杉矶,249 ms
104.16.58.241,SJC,北美洲,圣何塞,249 ms
104.17.34.60,SJC,北美洲,圣何塞,249 ms
104.25.82.185,LAX,北美洲,洛杉矶,249 ms
104.25.85.191,LAX,北美洲,洛杉矶,249 ms
104.21.91.87,SJC,北美洲,圣何塞,249 ms
104.20.254.48,LAX,北美洲,洛杉矶,249 ms
104.25.152.135,LAX,北美洲,洛杉矶,249 ms
104.25.149.85,LAX,北美洲,洛杉矶,250 ms
104.20.242.31,LAX,北美洲,洛杉矶,250 ms
104.25.76.120,LAX,北美洲,洛杉矶,250 ms
104.21.58.128,LAX,北美洲,洛杉矶,250 ms
104.17.51.156,SJC,北美洲,圣何塞,250 ms
104.21.72.59,SJC,北美洲,圣何塞,250 ms
104.17.228.178,SJC,北美洲,圣何塞,250 ms
104.25.90.146,LAX,北美洲,洛杉矶,250 ms
104.25.89.59,LAX,北美洲,洛杉矶,250 ms
104.25.146.82,LAX,北美洲,洛杉矶,251 ms
104.25.147.122,LAX,北美洲,洛杉矶,251 ms
104.25.148.245,LAX,北美洲,洛杉矶,251 ms
104.25.151.136,LAX,北美洲,洛杉矶,251 ms
104.25.150.246,LAX,北美洲,洛杉矶,251 ms
104.25.153.255,LAX,北美洲,洛杉矶,251 ms
104.17.88.184,SJC,北美洲,圣何塞,251 ms
104.25.127.28,LAX,北美洲,洛杉矶,251 ms
104.18.104.74,SJC,北美洲,圣何塞,251 ms
104.25.4.50,LAX,北美洲,洛杉矶,251 ms
104.25.126.170,LAX,北美洲,洛杉矶,251 ms
104.25.75.40,LAX,北美洲,洛杉矶,252 ms
104.25.104.135,LAX,北美洲,洛杉矶,252 ms
104.25.125.153,LAX,北美洲,洛杉矶,252 ms
104.25.124.35,LAX,北美洲,洛杉矶,252 ms
104.25.103.47,LAX,北美洲,洛杉矶,252 ms
104.16.219.95,SJC,北美洲,圣何塞,252 ms
104.17.120.1,SJC,北美洲,圣何塞,252 ms
104.21.69.121,SJC,北美洲,圣何塞,252 ms
104.25.202.35,LAX,北美洲,洛杉矶,252 ms
104.25.201.156,LAX,北美洲,洛杉矶,252 ms
104.16.182.104,SJC,北美洲,圣何塞,253 ms
104.21.36.42,LAX,北美洲,洛杉矶,253 ms
104.16.131.94,SJC,北美洲,圣何塞,254 ms
104.21.15.142,SJC,北美洲,圣何塞,254 ms
104.25.46.143,LAX,北美洲,洛杉矶,254 ms
104.17.166.174,SJC,北美洲,圣何塞,254 ms
104.21.50.169,LAX,北美洲,洛杉矶,254 ms
104.21.27.248,SJC,北美洲,圣何塞,254 ms
104.25.61.231,LAX,北美洲,洛杉矶,254 ms
104.21.126.98,SJC,北美洲,圣何塞,254 ms
104.25.11.228,LAX,北美洲,洛杉矶,255 ms
104.25.107.54,LAX,北美洲,洛杉矶,255 ms
104.27.198.38,LAX,北美洲,洛杉矶,255 ms
104.27.199.212,SJC,北美洲,圣何塞,255 ms
104.25.45.64,LAX,北美洲,洛杉矶,255 ms
104.17.1.159,SJC,北美洲,圣何塞,255 ms
104.16.159.231,SJC,北美洲,圣何塞,255 ms
104.25.106.11,LAX,北美洲,洛杉矶,256 ms
104.21.47.55,LAX,北美洲,洛杉矶,256 ms
104.17.42.163,SJC,北美洲,圣何塞,256 ms
104.17.39.156,SJC,北美洲,圣何塞,256 ms
104.21.125.177,SJC,北美洲,圣何塞,256 ms
104.24.237.151,LAX,北美洲,洛杉矶,256 ms
104.25.111.215,LAX,北美洲,洛杉矶,256 ms
104.17.17.202,SJC,北美洲,圣何塞,257 ms
104.21.7.7,LAX,北美洲,洛杉矶,257 ms
104.25.70.102,LAX,北美洲,洛杉矶,257 ms
104.21.22.179,SJC,北美洲,圣何塞,257 ms
104.16.144.210,SJC,北美洲,圣何塞,257 ms
104.17.49.205,SJC,北美洲,圣何塞,257 ms
104.21.62.16,SJC,北美洲,圣何塞,257 ms
104.25.122.127,LAX,北美洲,洛杉矶,258 ms
104.25.192.122,LAX,北美洲,洛杉矶,258 ms
104.25.101.160,LAX,北美洲,洛杉矶,258 ms
104.21.38.25,LAX,北美洲,洛杉矶,258 ms
104.17.77.201,SJC,北美洲,圣何塞,258 ms
104.18.54.8,LAX,北美洲,洛杉矶,258 ms
104.25.91.179,LAX,北美洲,洛杉矶,259 ms
104.25.92.199,LAX,北美洲,洛杉矶,259 ms
104.21.89.45,SJC,北美洲,圣何塞,259 ms
104.16.173.46,SJC,北美洲,圣何塞,259 ms
104.16.160.195,SJC,北美洲,圣何塞,259 ms
104.21.99.83,LAX,北美洲,洛杉矶,259 ms
104.25.159.219,LAX,北美洲,洛杉矶,259 ms
104.25.44.34,LAX,北美洲,洛杉矶,259 ms
104.24.235.12,LAX,北美洲,洛杉矶,259 ms
104.16.216.81,SJC,北美洲,圣何塞,259 ms
104.25.156.138,LAX,北美洲,洛杉矶,260 ms
104.25.158.168,LAX,北美洲,洛杉矶,260 ms
104.25.154.78,LAX,北美洲,洛杉矶,260 ms
104.25.155.94,LAX,北美洲,洛杉矶,260 ms
104.17.22.152,SJC,北美洲,圣何塞,260 ms
104.17.153.20,SJC,北美洲,圣何塞,260 ms
104.17.68.42,SJC,北美洲,圣何塞,260 ms
104.25.120.10,LAX,北美洲,洛杉矶,260 ms
104.25.118.247,LAX,北美洲,洛杉矶,260 ms
104.25.119.141,LAX,北美洲,洛杉矶,260 ms
104.25.117.235,LAX,北美洲,洛杉矶,260 ms
104.25.121.248,LAX,北美洲,洛杉矶,260 ms
104.25.94.233,LAX,北美洲,洛杉矶,260 ms
104.19.226.109,SJC,北美洲,圣何塞,261 ms
104.25.93.202,LAX,北美洲,洛杉矶,261 ms
104.25.74.50,LAX,北美洲,洛杉矶,261 ms
104.25.73.65,LAX,北美洲,洛杉矶,261 ms
104.16.150.18,SJC,北美洲,圣何塞,262 ms
104.25.105.101,LAX,北美洲,洛杉矶,262 ms
104.17.142.108,SJC,北美洲,圣何塞,263 ms
104.18.51.20,LAX,北美洲,洛杉矶,263 ms
104.16.177.172,SJC,北美洲,圣何塞,264 ms
104.19.163.37,SJC,北美洲,圣何塞,265 ms
104.18.58.176,LAX,北美洲,洛杉矶,265 ms
104.18.56.76,LAX,北美洲,洛杉矶,265 ms
104.17.70.218,SJC,北美洲,圣何塞,265 ms
104.25.195.26,LAX,北美洲,洛杉矶,267 ms
104.25.194.203,LAX,北美洲,洛杉矶,267 ms
104.25.193.58,LAX,北美洲,洛杉矶,267 ms
104.18.60.196,LAX,北美洲,洛杉矶,268 ms
104.21.56.146,SJC,北美洲,圣何塞,268 ms
104.21.34.254,SJC,北美洲,圣何塞,268 ms
104.17.79.236,SJC,北美洲,圣何塞,268 ms
104.25.123.177,LAX,北美洲,洛杉矶,269 ms
104.21.37.47,SJC,北美洲,圣何塞,269 ms
104.25.116.190,LAX,北美洲,洛杉矶,270 ms
104.25.115.151,LAX,北美洲,洛杉矶,270 ms
104.25.190.134,LAX,北美洲,洛杉矶,270 ms
104.21.55.91,SJC,北美洲,圣何塞,270 ms
141.101.120.46,SJC,北美洲,圣何塞,270 ms
104.25.189.204,LAX,北美洲,洛杉矶,270 ms
104.25.114.60,LAX,北美洲,洛杉矶,271 ms
104.25.113.137,LAX,北美洲,洛杉矶,271 ms
104.25.211.248,LAX,北美洲,洛杉矶,272 ms
104.25.210.133,LAX,北美洲,洛杉矶,272 ms
104.21.231.4,SJC,北美洲,圣何塞,272 ms
104.25.207.3,LAX,北美洲,洛杉矶,273 ms
104.25.208.152,LAX,北美洲,洛杉矶,273 ms
104.25.204.161,LAX,北美洲,洛杉矶,273 ms
104.25.209.53,LAX,北美洲,洛杉矶,273 ms
104.27.192.238,SJC,北美洲,圣何塞,273 ms
104.26.7.17,HKG,亚太地区,香港,273 ms
104.25.197.20,LAX,北美洲,洛杉矶,274 ms
104.21.103.210,SJC,北美洲,圣何塞,274 ms
104.25.206.156,LAX,北美洲,洛杉矶,274 ms
104.25.205.15,LAX,北美洲,洛杉矶,274 ms
104.25.203.228,LAX,北美洲,洛杉矶,275 ms
104.21.8.6,SJC,北美洲,圣何塞,276 ms
104.25.100.153,LAX,北美洲,洛杉矶,277 ms
104.25.98.36,LAX,北美洲,洛杉矶,277 ms
104.25.99.97,LAX,北美洲,洛杉矶,277 ms
104.25.97.90,LAX,北美洲,洛杉矶,277 ms
104.26.6.184,HKG,亚太地区,香港,278 ms
104.25.174.117,LAX,北美洲,洛杉矶,281 ms
104.25.131.138,LAX,北美洲,洛杉矶,282 ms
104.21.57.188,SJC,北美洲,圣何塞,283 ms
104.25.134.180,LAX,北美洲,洛杉矶,283 ms
104.25.137.173,LAX,北美洲,洛杉矶,283 ms
104.25.135.244,LAX,北美洲,洛杉矶,283 ms
104.25.138.110,LAX,北美洲,洛杉矶,283 ms
104.25.170.226,LAX,北美洲,洛杉矶,283 ms
104.25.171.85,LAX,北美洲,洛杉矶,283 ms
104.25.132.7,LAX,北美洲,洛杉矶,283 ms
104.25.133.113,LAX,北美洲,洛杉矶,283 ms
104.25.169.150,LAX,北美洲,洛杉矶,284 ms
104.25.168.2,LAX,北美洲,洛杉矶,284 ms
104.26.5.6,HKG,亚太地区,香港,284 ms
104.26.3.235,HKG,亚太地区,香港,284 ms
104.26.4.108,HKG,亚太地区,香港,284 ms
104.25.128.154,LAX,北美洲,洛杉矶,284 ms
104.26.2.35,HKG,亚太地区,香港,284 ms
104.25.191.87,LAX,北美洲,洛杉矶,284 ms
104.26.1.21,HKG,亚太地区,香港,284 ms
104.25.167.8,LAX,北美洲,洛杉矶,285 ms
104.25.145.117,LAX,北美洲,洛杉矶,285 ms
104.25.129.133,LAX,北美洲,洛杉矶,285 ms
104.25.130.49,LAX,北美洲,洛杉矶,285 ms
104.21.105.124,SJC,北美洲,圣何塞,286 ms
104.25.144.85,LAX,北美洲,洛杉矶,286 ms
104.25.142.51,LAX,北美洲,洛杉矶,286 ms
104.25.139.126,LAX,北美洲,洛杉矶,286 ms
104.25.140.26,LAX,北美洲,洛杉矶,286 ms
104.25.143.205,LAX,北美洲,洛杉矶,286 ms
104.25.240.246,LAX,北美洲,洛杉矶,286 ms
104.25.141.120,LAX,北美洲,洛杉矶,286 ms
104.27.195.8,SJC,北美洲,圣何塞,287 ms
104.25.225.24,LAX,北美洲,洛杉矶,288 ms
104.25.226.95,LAX,北美洲,洛杉矶,288 ms
104.25.224.166,LAX,北美洲,洛杉矶,288 ms
104.25.236.122,LAX,北美洲,洛杉矶,288 ms
104.25.223.195,LAX,北美洲,洛杉矶,288 ms
104.25.227.161,LAX,北美洲,洛杉矶,288 ms
104.25.254.55,LAX,北美洲,洛杉矶,289 ms
104.25.255.250,LAX,北美洲,洛杉矶,290 ms
104.27.193.49,SJC,北美洲,圣何塞,290 ms
104.25.222.183,LAX,北美洲,洛杉矶,290 ms
104.25.221.240,LAX,北美洲,洛杉矶,290 ms
104.25.237.89,LAX,北美洲,洛杉矶,290 ms
104.25.234.175,LAX,北美洲,洛杉矶,290 ms
104.25.238.230,LAX,北美洲,洛杉矶,290 ms
104.25.239.3,LAX,北美洲,洛杉矶,290 ms
104.25.96.228,LAX,北美洲,洛杉矶,290 ms
104.25.95.163,LAX,北美洲,洛杉矶,290 ms
104.27.112.34,LAX,北美洲,洛杉矶,291 ms
104.27.108.254,LAX,北美洲,洛杉矶,291 ms
104.27.105.197,LAX,北美洲,洛杉矶,291 ms
104.27.110.254,LAX,北美洲,洛杉矶,291 ms
104.27.106.144,LAX,北美洲,洛杉矶,291 ms
104.27.113.113,LAX,北美洲,洛杉矶,291 ms
104.27.111.40,LAX,北美洲,洛杉矶,291 ms
104.27.107.199,LAX,北美洲,洛杉矶,291 ms
104.27.114.128,LAX,北美洲,洛杉矶,291 ms
104.27.109.124,LAX,北美洲,洛杉矶,291 ms
104.27.104.70,LAX,北美洲,洛杉矶,292 ms
104.27.103.48,LAX,北美洲,洛杉矶,292 ms
104.25.251.14,LAX,北美洲,洛杉矶,295 ms
104.25.252.68,LAX,北美洲,洛杉矶,295 ms
104.25.248.186,LAX,北美洲,洛杉矶,296 ms
104.25.250.71,LAX,北美洲,洛杉矶,297 ms
104.25.246.31,LAX,北美洲,洛杉矶,297 ms
104.25.247.1,LAX,北美洲,洛杉矶,297 ms
104.25.245.153,LAX,北美洲,洛杉矶,297 ms
104.25.249.200,LAX,北美洲,洛杉矶,297 ms
104.25.244.236,LAX,北美洲,洛杉矶,298 ms
104.25.243.19,LAX,北美洲,洛杉矶,298 ms
104.25.242.85,LAX,北美洲,洛杉矶,299 ms
104.27.61.117,LAX,北美洲,洛杉矶,300 ms
104.25.161.174,LAX,北美洲,洛杉矶,300 ms
104.25.163.94,LAX,北美洲,洛杉矶,300 ms
104.25.241.239,LAX,北美洲,洛杉矶,300 ms
104.27.60.241,LAX,北美洲,洛杉矶,302 ms
104.27.59.205,LAX,北美洲,洛杉矶,302 ms
104.25.184.212,LAX,北美洲,洛杉矶,303 ms
104.25.196.182,LAX,北美洲,洛杉矶,305 ms
104.25.183.17,LAX,北美洲,洛杉矶,305 ms
104.25.182.250,LAX,北美洲,洛杉矶,305 ms
104.25.181.24,LAX,北美洲,洛杉矶,306 ms
104.25.178.105,LAX,北美洲,洛杉矶,306 ms
104.25.179.219,LAX,北美洲,洛杉矶,306 ms
104.25.177.232,LAX,北美洲,洛杉矶,306 ms
104.25.200.128,LAX,北美洲,洛杉矶,306 ms
104.25.199.96,LAX,北美洲,洛杉矶,306 ms
104.25.198.113,LAX,北美洲,洛杉矶,306 ms
104.27.197.176,SJC,北美洲,圣何塞,308 ms
104.27.102.20,LAX,北美洲,洛杉矶,308 ms
104.27.78.106,LAX,北美洲,洛杉矶,309 ms
104.27.77.227,LAX,北美洲,洛杉矶,309 ms
104.27.79.233,LAX,北美洲,洛杉矶,309 ms
104.27.76.238,LAX,北美洲,洛杉矶,309 ms
104.27.196.137,SJC,北美洲,圣何塞,309 ms
104.25.176.247,LAX,北美洲,洛杉矶,309 ms
104.27.101.38,LAX,北美洲,洛杉矶,309 ms
104.27.100.204,LAX,北美洲,洛杉矶,309 ms
104.27.99.170,LAX,北美洲,洛杉矶,309 ms
104.27.96.122,LAX,北美洲,洛杉矶,310 ms
104.27.200.57,SJC,北美洲,圣何塞,310 ms
104.27.97.205,LAX,北美洲,洛杉矶,311 ms
104.27.98.98,LAX,北美洲,洛杉矶,311 ms
104.27.75.73,LAX,北美洲,洛杉矶,315 ms
104.27.91.35,LAX,北美洲,洛杉矶,316 ms
104.25.253.141,LAX,北美洲,洛杉矶,316 ms
104.27.74.139,LAX,北美洲,洛杉矶,317 ms
104.27.71.60,LAX,北美洲,洛杉矶,317 ms
104.27.72.189,LAX,北美洲,洛杉矶,317 ms
104.27.73.205,LAX,北美洲,洛杉矶,317 ms
104.25.188.39,LAX,北美洲,洛杉矶,317 ms
104.27.70.48,LAX,北美洲,洛杉矶,318 ms
104.25.185.44,LAX,北美洲,洛杉矶,318 ms
104.25.186.176,LAX,北美洲,洛杉矶,318 ms
104.25.187.18,LAX,北美洲,洛杉矶,318 ms
104.27.90.203,LAX,北美洲,洛杉矶,319 ms
104.25.233.142,LAX,北美洲,洛杉矶,319 ms
104.27.89.46,LAX,北美洲,洛杉矶,321 ms
104.25.232.31,LAX,北美洲,洛杉矶,322 ms
104.25.231.136,LAX,北美洲,洛杉矶,324 ms
104.25.230.132,LAX,北美洲,洛杉矶,324 ms
104.25.229.119,LAX,北美洲,洛杉矶,324 ms
104.27.127.48,LAX,北美洲,洛杉矶,325 ms
104.27.126.50,LAX,北美洲,洛杉矶,325 ms
104.25.228.114,LAX,北美洲,洛杉矶,326 ms
104.25.220.238,LAX,北美洲,洛杉矶,328 ms
104.25.218.220,LAX,北美洲,洛杉矶,329 ms
104.25.219.45,LAX,北美洲,洛杉矶,329 ms
104.25.215.13,LAX,北美洲,洛杉矶,329 ms
104.25.175.14,LAX,北美洲,洛杉矶,329 ms
104.25.173.225,LAX,北美洲,洛杉矶,329 ms
104.25.172.146,LAX,北美洲,洛杉矶,330 ms
104.25.217.167,LAX,北美洲,洛杉矶,330 ms
104.25.216.145,LAX,北美洲,洛杉矶,330 ms
104.25.212.25,LAX,北美洲,洛杉矶,330 ms
104.25.214.247,LAX,北美洲,洛杉矶,330 ms
104.25.213.159,LAX,北美洲,洛杉矶,330 ms
104.25.166.106,LAX,北美洲,洛杉矶,331 ms
104.27.69.227,LAX,北美洲,洛杉矶,331 ms
104.27.88.193,LAX,北美洲,洛杉矶,332 ms
104.25.180.60,LAX,北美洲,洛杉矶,334 ms
104.27.68.211,LAX,北美洲,洛杉矶,334 ms
104.27.87.218,LAX,北美洲,洛杉矶,334 ms
104.27.86.202,LAX,北美洲,洛杉矶,336 ms
104.27.82.196,LAX,北美洲,洛杉矶,338 ms
104.27.84.94,LAX,北美洲,洛杉矶,338 ms
104.27.83.110,LAX,北美洲,洛杉矶,338 ms
104.27.85.25,LAX,北美洲,洛杉矶,338 ms
104.27.95.52,LAX,北美洲,洛杉矶,344 ms
104.27.67.189,LAX,北美洲,洛杉矶,344 ms
104.27.66.171,LAX,北美洲,洛杉矶,345 ms
104.27.123.140,LAX,北美洲,洛杉矶,348 ms
104.27.124.163,LAX,北美洲,洛杉矶,348 ms
104.27.65.54,LAX,北美洲,洛杉矶,349 ms
104.25.235.135,LAX,北美洲,洛杉矶,349 ms
104.27.118.65,LAX,北美洲,洛杉矶,349 ms
104.27.125.138,LAX,北美洲,洛杉矶,350 ms
104.27.122.214,LAX,北美洲,洛杉矶,350 ms
104.27.119.157,LAX,北美洲,洛杉矶,350 ms
104.27.120.48,LAX,北美洲,洛杉矶,350 ms
104.27.116.13,LAX,北美洲,洛杉矶,350 ms
104.27.121.188,LAX,北美洲,洛杉矶,350 ms
104.27.117.178,LAX,北美洲,洛杉矶,351 ms
104.27.94.171,LAX,北美洲,洛杉矶,351 ms
104.27.115.125,LAX,北美洲,洛杉矶,351 ms
104.27.63.212,LAX,北美洲,洛杉矶,352 ms
104.27.64.45,LAX,北美洲,洛杉矶,352 ms
104.27.93.239,LAX,北美洲,洛杉矶,353 ms
104.27.92.120,LAX,北美洲,洛杉矶,353 ms
104.27.62.97,LAX,北美洲,洛杉矶,367 ms
104.27.81.42,LAX,北美洲,洛杉矶,378 ms
104.27.80.47,LAX,北美洲,洛杉矶,385 ms
